1980,4.6,6.0,6.3,10.8,14.9,20.6,24.4,24.6,20.6,16.5,13.1,10.6,14.4
1981,8.1,7.5,7.4,10.9,16.0,22.4,26.6,26.4,22.6,18.4,13.4,10.8,15.9
1982,6.2,4.4,5.6,11.0,16.6,20.3,25.1,24.8,22.3,15.8,10.4,6.8,14.1
1983,5.2,6.5,6.9,11.8,18.6,22.4,25.9,25.1,21.6,16.7,12.1,7.8,15.1
1984,6.8,4.0,6.9,12.1,14.5,19.8,25.5,24.1,22.3,17.5,12.0,6.5,14.3
1985,4.7,3.5,3.7,10.1,16.4,23.7,24.1,24.6,22.7,16.5,12.0,7.5,14.1
1986,6.2,4.5,5.1,10.1,15.1,20.9,25.3,25.5,23.0,16.8,11.3,6.0,14.2
1987,5.5,5.0,5.3,8.9,14.9,22.1,24.6,24.7,20.7,13.7,11.1,7.0,13.6
1988,5.3,3.3,5.1,11.3,14.6,23.7,25.7,25.0,21.3,17.0,10.6,7.9,14.2
1989,5.0,5.2,8.8,11.6,16.1,21.8,26.2,26.3,21.9,17.0,12.6,7.1,15.0
1990,5.6,5.4,7.3,11.5,15.8,20.9,25.2,24.5,22.6,17.8,13.8,8.7,14.9
1991,5.7,3.2,5.4,11.0,14.2,20.1,25.4,24.7,21.6,17.5,12.6,8.5,14.2
1992,5.0,4.7,6.4,9.5,13.5,20.5,23.9,23.9,19.9,15.6,11.2,6.9,13.4
1993,4.2,3.6,5.8,10.4,15.1,20.6,22.8,25.5,21.0,14.7,7.5,4.0,12.9
1994,4.7,3.3,5.3,9.8,15.2,19.2,23.8,24.6,18.0,15.8,11.0,6.1,13.1
1995,5.4,5.7,8.1,11.5,16.4,21.5,25.4,25.2,22.7,17.0,13.1,6.6,14.9
1996,5.4,4.6,5.6,9.0,14.7,20.1,25.0,26.3,22.8,16.3,12.5,10.5,14.4
1997,5.4,3.8,-,-,-,-,-,26.3,18.4,18.0,-,4.9,-
1998,6.7,5.6,7.0,8.5,13.5,22.0,24.4,25.5,19.9,16.2,12.1,8.2,14.1
1999,5.8,6.6,8.9,11.8,15.7,22.9,25.7,25.3,20.5,16.1,8.7,7.2,14.6
2000,5.0,5.9,7.2,12.8,16.8,20.4,23.6,24.4,21.9,15.5,11.5,7.9,14.4
2001,6.0,6.2,8.8,12.6,17.8,-,23.9,23.2,20.6,15.4,11.5,7.2,13.9
2002,5.1,5.8,8.3,10.4,15.2,19.6,30.6,24.8,22.3,16.7,10.9,3.9,14.5
2003,5.6,5.8,5.7,10.2,16.6,-,23.2,24.8,22.3,19.4,11.0,7.7,13.8
2004,7.3,6.9,9.3,12.1,16.2,20.2,23.3,25.6,21.8,17.6,11.8,5.3,14.8
2005,5.0,3.6,3.6,7.7,13.5,17.6,21.8,23.4,20.5,15.5,10.6,7.3,12.5
2006,3.4,3.9,8.0,10.2,13.9,19.2,21.3,22.8,21.6,18.9,11.3,6.2,13.4
2007,3.5,3.2,3.4,4.3,9.8,17.3,22.0,25.8,28.8,12.8,9.5,4.8,12.1
2008,2.4,2.4,4.1,6.9,9.2,13.1,22.9,26.3,19.4,10.9,9.5,4.8,11.0
2009,2.1,2.0,2.7,3.3,8.7,16.7,22.3,22.9,21.9,16.8,12.0,7.6,11.6
2010,4.7,5.4,6.7,9.1,14.6,22.4,27.1,28.1,19.6,16.7,10.1,7.9,14.4
2011,5.6,4.2,6.6,10.7,16.4,22.4,26.0,24.9,20.5,15.2,8.5,6.9,14.0
2012,5.2,0.6,4.5,12.7,18.0,22.2,24.9,26.2,22.3,19.6,14.9,9.1,15.0
